工廠名稱,工廠市鎮鄉村里,工廠組織型態,工廠登記核准年分,工廠登記狀態,產業類別,主要產品
秋和企業股份有限公司,新北市三重區中興里,股份有限公司,61年,生產中,19其他化學製品製造業、16印刷及資料儲存媒體複製業,192塗料、染料及顏料、160印刷及資料儲存媒體複製
龍偉電子股份有限公司,桃園市蘆竹區錦興里,股份有限公司,80年,生產中,26電子零組件製造業,263印刷電路板
偉晟企業社,屏東縣長治鄉繁昌村,獨資,107年,生產中,24基本金屬製造業,241鋼鐵
好膳企業股份有限公司,新北市中和區中原里,股份有限公司,110年,生產中,08食品製造業,089其他食品
言鋼工業有限公司新吉廠,臺南市安南區佃東里,有限公司,110年,生產中,25金屬製品製造業,252金屬結構及建築組件
政茂金屬工業股份有限公司,屏東縣屏東市橋南里,股份有限公司,92年,生產中,25金屬製品製造業,254金屬加工處理
權和機械有限公司,新北市鶯歌區二橋里,有限公司,101年,生產中,27電腦、電子產品及光學製品製造業、29機械設備製造業,271電腦及其週邊設備、293通用機械設備
潛醫有限公司,臺北市內湖區湖元里,有限公司,111年,生產中,33其他製造業,332醫療器材及用品
昌謚工業股份有限公司,彰化縣線西鄉溝內村,股份有限公司,88年,生產中,24基本金屬製造業,241鋼鐵
時碩工業股份有限公司幼獅二廠,桃園市楊梅區高上里,股份有限公司,108年,生產中,31其他運輸工具及其零件製造業,313自行車及其零件
大正不銹鋼工業股份有限公司八德廠,桃園市八德區茄苳里,股份有限公司,111年,生產中,25金屬製品製造業、30汽車及其零件製造業,251金屬刀具、手工具及模具、252金屬結構及建築組件、259其他金屬製品、303汽車零件
順偉實業有限公司,臺中市太平區中興里,有限公司,110年,生產中,25金屬製品製造業,251金屬刀具、手工具及模具
鑫睿機械有限公司太平廠,臺中市太平區中興里,有限公司,111年,生產中,29機械設備製造業,291金屬加工用機械設備
晟竣工業社,臺中市太平區宜欣里,獨資,111年,生產中,22塑膠製品製造業,220塑膠製品
金昱機電工業有限公司楊銅廠,桃園市龍潭區三和里,有限公司,110年,生產中,29機械設備製造業,293通用機械設備
永芳造紙廠股份有限公司,彰化縣溪州鄉尾厝村,股份有限公司,72年,生產中,15紙漿、紙及紙製品製造業,159其他紙製品
權進企業有限公司,臺南市善化區小新里,有限公司,111年,生產中,25金屬製品製造業,259其他金屬製品
運祥精密工業有限公司,新北市鶯歌區中湖里,有限公司,94年,生產中,26電子零組件製造業,264光電材料及元件、269其他電子零組件
速豐金屬企業有限公司,新北市樹林區和平里,有限公司,80年,生產中,29機械設備製造業、25金屬製品製造業,259其他金屬製品、293通用機械設備、251金屬刀具、手工具及模具
新永發製模股份有限公司,臺中市太平區平安里,股份有限公司,79年,生產中,25金屬製品製造業,251金屬刀具、手工具及模具
三顧股份有限公司,新北市汐止區復興里,股份有限公司,110年,生產中,20藥品及醫用化學製品製造業,200藥品及醫用化學製品
兆鴻食品有限公司,屏東縣長治鄉進興村,有限公司,97年,生產中,08食品製造業,081肉類加工、089其他食品
翔躍企業有限公司,新北市土城區廷寮里,有限公司,77年,生產中,22塑膠製品製造業,220塑膠製品
洪興科技有限公司,新北市樹林區圳生里,有限公司,111年,生產中,25金屬製品製造業,251金屬刀具、手工具及模具、254金屬加工處理、259其他金屬製品
曲記食品有限公司桃園廠,桃園市大園區南港里,有限公司,84年,生產中,08食品製造業,089其他食品
三昧複合股份有限公司桃園廠,桃園市楊梅區高山里,股份有限公司,84年,生產中,22塑膠製品製造業,220塑膠製品
光磊先進顯示科技股份有限公司二廠,新竹縣湖口鄉湖南村,股份有限公司,107年,生產中,26電子零組件製造業,264光電材料及元件
厚記重機有限公司,新北市汐止區樟樹里,有限公司,111年,生產中,25金屬製品製造業,251金屬刀具、手工具及模具
生福國際有限公司鹽水廠,臺南市鹽水區橋南里,有限公司,111年,生產中,19其他化學製品製造業,193清潔用品及化粧品
泓保股份有限公司嘉義廠,嘉義縣大林鎮中坑里,股份有限公司,109年,生產中,29機械設備製造業,293通用機械設備
鉅侖科技股份有限公司七廠,高雄市岡山區灣裡里,股份有限公司,111年,生產中,25金屬製品製造業,254金屬加工處理
太平洋電線電纜股份有限公司楊梅工廠,桃園市楊梅區新榮里,股份有限公司,105年,生產中,28電力設備及配備製造業、29機械設備製造業,283電線及配線器材、292其他專用機械設備
格宇有限公司,新北市鶯歌區永昌里,有限公司,111年,生產中,29機械設備製造業,291金屬加工用機械設備、292其他專用機械設備、293通用機械設備
薪榮環保股份有限公司,新竹縣新豐鄉埔和村,股份有限公司,106年,生產中,14木竹製品製造業、22塑膠製品製造業、24基本金屬製造業、18化學材料及肥料製造業,140木竹製品、220塑膠製品、241鋼鐵、183肥料及氮化合物
雲漢鐳射精密工業股份有限公司民安廠,新北市新莊區西盛里,股份有限公司,88年,生產中,25金屬製品製造業、26電子零組件製造業、28電力設備及配備製造業,259其他金屬製品、264光電材料及元件、269其他電子零組件、283電線及配線器材、289其他電力設備及配備
鴻和興精密工業股份有限公司一廠,臺中市大里區新仁里,股份有限公司,105年,生產中,25金屬製品製造業,252金屬結構及建築組件、253金屬容器
統欣生物科技股份有限公司,臺南市安南區媽祖宮里,股份有限公司,111年,生產中,08食品製造業,089其他食品
國豐企業股份有限公司,臺南市後壁區上茄苳里,股份有限公司,60年,生產中,33其他製造業,339未分類其他製品
安久木業家具有限公司湖口廠,新竹縣湖口鄉長嶺村,有限公司,111年,生產中,32家具製造業,321非金屬家具
世基生物醫學股份有限公司台北廠,臺北市內湖區湖元里,股份有限公司,101年,生產中,20藥品及醫用化學製品製造業,200藥品及醫用化學製品
舜旺企業社,桃園市新屋區社子里,獨資,108年,生產中,29機械設備製造業,293通用機械設備
宏隆工業社,彰化縣永靖鄉崙子村,獨資,109年,生產中,22塑膠製品製造業、25金屬製品製造業,220塑膠製品、259其他金屬製品
吳長昇事業有限公司二廠,彰化縣線西鄉德興村,有限公司,109年,生產中,11紡織業,111紡紗
邑得工業有限公司二廠,彰化縣永靖鄉崙子村,有限公司,109年,生產中,25金屬製品製造業,251金屬刀具、手工具及模具
啟佳機械有限公司,桃園市龜山區大坑里,有限公司,111年,生產中,25金屬製品製造業,259其他金屬製品
大立光電股份有限公司一甲廠,臺中市西屯區協和里,股份有限公司,103年,生產中,27電腦、電子產品及光學製品製造業,277光學儀器及設備
神港船舶股份有限公司長春廠,高雄市小港區小港里,股份有限公司,88年,生產中,28電力設備及配備製造業,284照明設備及配備
磐儀科技股份有限公司中和廠,新北市中和區碧河里,股份有限公司,110年,生產中,27電腦、電子產品及光學製品製造業,271電腦及其週邊設備、275量測、導航、控制設備及鐘錶、276輻射及電子醫學設備
永固工業社,彰化縣埔鹽鄉埔鹽村,獨資,109年,生產中,25金屬製品製造業,252金屬結構及建築組件
承弘工業社,彰化縣永靖鄉敦厚村,獨資,84年,生產中,29機械設備製造業,291金屬加工用機械設備、292其他專用機械設備、293通用機械設備
松鼎工業股份有限公司,基隆市安樂區內寮里,股份有限公司,102年,生產中,24基本金屬製造業、25金屬製品製造業、29機械設備製造業,241鋼鐵、251金屬刀具、手工具及模具、293通用機械設備
福業電子股份有限公司觀音廠,桃園市觀音區草漯里,股份有限公司,98年,生產中,25金屬製品製造業,254金屬加工處理
天得科技股份有限公司,桃園市楊梅區員本里,股份有限公司,92年,生產中,22塑膠製品製造業、26電子零組件製造業、28電力設備及配備製造業,220塑膠製品、269其他電子零組件、283電線及配線器材、289其他電力設備及配備
臺鹽實業股份有限公司生技二廠,臺南市安南區,股份有限公司,90年,生產中,08食品製造業,089其他食品
富雅麗維有限公司,新北市新莊區富國里,有限公司,111年,生產中,15紙漿、紙及紙製品製造業、16印刷及資料儲存媒體複製業,152瓦楞紙板及紙容器、160印刷及資料儲存媒體複製
前欣實業有限公司,桃園市平鎮區平南里,有限公司,93年,生產中,11紡織業,112織布
崑藤工業股份有限公司,臺中市大雅區上楓里,股份有限公司,年,生產中,25金屬製品製造業、29機械設備製造業、30汽車及其零件製造業、31其他運輸工具及其零件製造業,254金屬加工處理、259其他金屬製品、293通用機械設備、303汽車零件、312機車及其零件、313自行車及其零件
泰金企業有限公司,新北市新莊區頭前里,有限公司,82年,生產中,25金屬製品製造業、29機械設備製造業,259其他金屬製品、293通用機械設備、251金屬刀具、手工具及模具
騰鎰企業有限公司二廠,桃園市蘆竹區長興里,有限公司,99年,生產中,26電子零組件製造業,263印刷電路板
舜晟工業股份有限公司,桃園市大園區田心里,股份有限公司,102年,生產中,28電力設備及配備製造業、29機械設備製造業、30汽車及其零件製造業、31其他運輸工具及其零件製造業,281發電、輸電及配電機械、283電線及配線器材、285家用電器、293通用機械設備、303汽車零件、319未分類其他運輸工具及其零件
原鋒工業股份有限公司,臺中市西屯區協和里,股份有限公司,82年,生產中,16印刷及資料儲存媒體複製業,160印刷及資料儲存媒體複製
台灣精湛科技有限公司,臺中市西屯區何仁里,有限公司,111年,生產中,33其他製造業、11紡織業,332醫療器材及用品、115紡織品
菲力固實業有限公司,臺中市新社區中正里,有限公司,109年,生產中,33其他製造業,332醫療器材及用品
忠慶毛刷開發股份有限公司,新北市新莊區西盛里,股份有限公司,99年,生產中,25金屬製品製造業、33其他製造業,251金屬刀具、手工具及模具、259其他金屬製品、339未分類其他製品
